   SYMBOL   P/C   EXPIRATION   STRIKE-PRICE   MARK-PRICE   OPEN-INTEREST   
      2DJX     C   09 20 2024  00363 890     33.4170      4245                                                                                  
      2DJX     P   09 20 2024  00363 890      1.3155      4245                                                                                  
      2DJX     C   09 20 2024  00389 530     11.8421      6499                                                                                  
      2DJX     P   09 20 2024  00389 530      5.0851      6499                                                                                  
      2DJX     C   09 20 2024  00390 390     11.2555      7776                                                                                  
      2DJX     P   09 20 2024  00390 390      5.3486      7776                                                                                  
      2DJX     C   09 20 2024  00392 190     10.0798      2580                                                                                  
      2DJX     P   09 20 2024  00392 190      5.9522      2580                                                                                  
      2DJX     C   09 20 2024  00392 650      9.7883      2579                                                                                  
      2DJX     P   09 20 2024  00392 650      6.1153      2579                                                                                  
      2DJX     C   09 20 2024  00395 160      8.2650      3840                                                                                  
      2DJX     P   09 20 2024  00395 160      7.0732      3840                                                                                  
      2DJX     C   10 18 2024  00400 000      8.1505      1000                                                                                  
      2DJX     C   10 18 2024  00400 010      8.1454      1000                                                                                  
      2DJX     C   11 15 2024  00400 000     10.3236      1000                                                                                  
      2DJX     C   11 15 2024  00400 010     10.3183      2000                                                                                  
      2DJX     C   12 20 2024  00240 470    155.8749      1173                                                                                  
      2DJX     P   12 20 2024  00240 470      0.0001      1173                                                                                  
      2DJX     C   12 20 2024  00251 150    145.4520       940                                                                                  
      2DJX     P   12 20 2024  00251 150      0.0001       940                                                                                  
      2DJX     C   12 20 2024  00261 010    135.8293       910                                                                                  
      2DJX     P   12 20 2024  00261 010      0.0001       910                                                                                  
      2DJX     C   12 20 2024  00262 810    134.0726       360                                                                                  
      2DJX     P   12 20 2024  00262 810      0.0001       360                                                                                  
      2DJX     C   12 20 2024  00264 120    132.7942      1700                                                                                  
      2DJX     P   12 20 2024  00264 120      0.0001      1700                                                                                  
      2DJX     C   12 20 2024  00265 310    131.6328      1614                                                                                  
      2DJX     P   12 20 2024  00265 310      0.0001      1614                                                                                  
      2DJX     C   12 20 2024  00265 890    131.0668       893                                                                                  
      2DJX     P   12 20 2024  00265 890      0.0001       893                                                                                  
      2DJX     C   12 20 2024  00266 520    130.4520       579                                                                                  
      2DJX     P   12 20 2024  00266 520      0.0001       579                                                                                  
      2DJX     C   12 20 2024  00268 000    129.0076      1062                                                                                  
      2DJX     P   12 20 2024  00268 000      0.0001      1062                                                                                  
      2DJX     C   12 20 2024  00270 260    126.8020      1100                                                                                  
      2DJX     P   12 20 2024  00270 260      0.0001      1100                                                                                  
      2DJX     C   12 20 2024  00270 910    126.1677      2113                                                                                  
      2DJX     P   12 20 2024  00270 910      0.0001      2113                                                                                  
      2DJX     C   12 20 2024  00271 050    126.0311      1233                                                                                  
