SYMBOL,P/C,DATE,EXPIRATION,TIME-TO-EXPIRATION,STRIKE-PRICE,MARK-PRICE,OPEN-INTEREST,OPEN,HIGH,LOW,CLOSE,ADJ-CLOSE,VOLUME
4RUT,C,2022-12-01,2022-12-07,6,2253.79,0.0001,31,1891.97998,1898.27002,1876.930054,1881.680054,1881.680054,4527130000
4RUT,C,2022-12-01,2022-12-07,6,2293.91,0.0001,31,1891.97998,1898.27002,1876.930054,1881.680054,1881.680054,4527130000
4RUT,C,2022-12-01,2022-12-14,13,2159.65,0.1051,69,1891.97998,1898.27002,1876.930054,1881.680054,1881.680054,4527130000
4RUT,C,2022-12-01,2022-12-14,13,2196.36,0.0731,44,1891.97998,1898.27002,1876.930054,1881.680054,1881.680054,4527130000
4RUT,C,2022-12-01,2022-12-14,13,2220.98,0.0529,25,1891.97998,1898.27002,1876.930054,1881.680054,1881.680054,4527130000
2RUT,P,2022-12-01,2022-12-16,15,1100.01,0.0002,400,1891.97998,1898.27002,1876.930054,1881.680054,1881.680054,4527130000
2RUT,P,2022-12-01,2022-12-16,15,1109.43,0.0002,126,1891.97998,1898.27002,1876.930054,1881.680054,1881.680054,4527130000
2RUT,C,2022-12-01,2022-12-16,15,1207.71,674.8472,492,1891.97998,1898.27002,1876.930054,1881.680054,1881.680054,4527130000
2RUT,P,2022-12-01,2022-12-16,15,1207.71,0.0056,492,1891.97998,1898.27002,1876.930054,1881.680054,1881.680054,4527130000
2RUT,C,2022-12-01,2022-12-16,15,1217.54,665.0357,203,1891.97998,1898.27002,1876.930054,1881.680054,1881.680054,4527130000
2RUT,P,2022-12-01,2022-12-16,15,1217.54,0.0073,203,1891.97998,1898.27002,1876.930054,1881.680054,1881.680054,4527130000
2RUT,P,2022-12-01,2022-12-16,15,1300.01,0.0597,300,1891.97998,1898.27002,1876.930054,1881.680054,1881.680054,4527130000
2RUT,C,2022-12-01,2022-12-16,15,1386.41,496.6306,998,1891.97998,1898.27002,1876.930054,1881.680054,1881.680054,4527130000
2RUT,P,2022-12-01,2022-12-16,15,1386.41,0.1848,998,1891.97998,1898.27002,1876.930054,1881.680054,1881.680054,4527130000
2RUT,C,2022-12-01,2022-12-16,15,1387.91,495.1353,143,1891.97998,1898.27002,1876.930054,1881.680054,1881.680054,4527130000
2RUT,P,2022-12-01,2022-12-16,15,1387.91,0.187,143,1891.97998,1898.27002,1876.930054,1881.680054,1881.680054,4527130000
2RUT,C,2022-12-01,2022-12-16,15,1390.77,492.2844,355,1891.97998,1898.27002,1876.930054,1881.680054,1881.680054,4527130000
2RUT,P,2022-12-01,2022-12-16,15,1390.77,0.1912,355,1891.97998,1898.27002,1876.930054,1881.680054,1881.680054,4527130000
2RUT,C,2022-12-01,2022-12-16,15,1391.36,491.6962,355,1891.97998,1898.27002,1876.930054,1881.680054,1881.680054,4527130000
2RUT,P,2022-12-01,2022-12-16,15,1391.36,0.1921,355,1891.97998,1898.27002,1876.930054,1881.680054,1881.680054,4527130000
