,SYMBOL,P/C,EXPIRATION,STRIKE-PRICE,MARK-PRICE,OPEN-INTEREST
0,2DJX,C,06 21 2024,00381 070,7.6674,3957
1,2DJX,P,06 21 2024,00381 070,0.7794,3957
2,2DJX,C,06 21 2024,00382 140,6.7859,2356
3,2DJX,P,06 21 2024,00382 140,0.9663,2356
4,2DJX,C,06 21 2024,00383 800,5.4946,560
5,2DJX,P,06 21 2024,00383 800,1.3326,560
6,2DJX,C,06 21 2024,00384 030,5.3240,5888
7,2DJX,P,06 21 2024,00384 030,1.3916,5888
8,2DJX,C,06 21 2024,00384 070,5.2945,1962
9,2DJX,P,06 21 2024,00384 070,1.4021,1962
10,2DJX,C,06 21 2024,00384 380,5.0685,654
11,2DJX,P,06 21 2024,00384 380,1.4856,654
12,2DJX,C,06 21 2024,00385 450,4.3229,5201
13,2DJX,P,06 21 2024,00385 450,1.8084,5201
14,2DJX,C,06 21 2024,00386 300,3.7717,7776
15,2DJX,P,06 21 2024,00386 300,2.1059,7776
16,2DJX,C,06 21 2024,00386 640,3.5614,1682
17,2DJX,P,06 21 2024,00386 640,2.2351,1682
18,2DJX,C,06 21 2024,00386 810,3.4585,777
19,2DJX,P,06 21 2024,00386 810,2.3020,777
20,2DJX,C,06 21 2024,00388 550,2.4958,2579
21,2DJX,P,06 21 2024,00388 550,3.0767,2579
22,2DJX,C,06 21 2024,00389 070,2.2412,1030
23,2DJX,P,06 21 2024,00389 070,3.3414,1030
24,2DJX,C,06 21 2024,00389 110,2.2223,1030
25,2DJX,P,06 21 2024,00389 110,3.3624,1030
26,2DJX,C,06 21 2024,00389 390,2.0923,771
27,2DJX,P,06 21 2024,00389 390,3.5120,771
28,2DJX,C,06 21 2024,00389 800,1.9102,386
29,2DJX,P,06 21 2024,00389 800,3.7394,386
30,2DJX,C,06 21 2024,00390 100,1.7841,1286
31,2DJX,P,06 21 2024,00390 100,3.9128,1286
32,2DJX,C,06 21 2024,00390 500,1.6262,900
33,2DJX,P,06 21 2024,00390 500,4.1543,900
34,2DJX,C,06 21 2024,00391 160,1.3858,2587
35,2DJX,P,06 21 2024,00391 160,4.5729,2587
36,2DJX,C,06 21 2024,00392 730,0.9113,12888
37,2DJX,P,06 21 2024,00392 730,5.6661,12888
38,2DJX,C,06 21 2024,00392 820,0.8881,8375
39,2DJX,P,06 21 2024,00392 820,5.7328,8375
40,2DJX,C,06 21 2024,00393 000,0.8429,79
41,2DJX,P,06 21 2024,00393 000,5.8673,79
42,2DJX,C,06 21 2024,00393 300,0.7713,3860
43,2DJX,P,06 21 2024,00393 300,6.0952,3860
44,2DJX,C,06 21 2024,00393 310,0.7690,643
45,2DJX,P,06 21 2024,00393 310,6.1029,643
46,2DJX,C,06 21 2024,00395 010,0.4438,2920
47,2DJX,P,06 21 2024,00395 010,7.4752,2920
48,2DJX,C,06 21 2024,00395 130,0.4293,512
49,2DJX,P,06 21 2024,00395 130,7.5806,512
50,2DJX,C,06 21 2024,00395 250,0.4153,2536
51,2DJX,P,06 21 2024,00395 250,7.6864,2536
52,2DJX,C,06 21 2024,00397 000,0.2517,285
53,2DJX,P,06 21 2024,00397 000,9.2702,285
54,2DJX,C,06 21 2024,00400 300,0.0908,1379
55,2DJX,P,06 21 2024,00400 300,12.4044,1379
56,2DJX,C,09 20 2024,00363 890,29.9635,4245
57,2DJX,P,09 20 2024,00363 890,2.2368,4245
58,2DJX,C,09 20 2024,00389 530,10.0334,5201
59,2DJX,P,09 20 2024,00389 530,7.5689,5201
60,2DJX,C,09 20 2024,00390 390,9.5258,7776
61,2DJX,P,09 20 2024,00390 390,7.9087,7776
62,2DJX,C,09 20 2024,00392 650,8.2701,2579
63,2DJX,P,09 20 2024,00392 650,8.8797,2579
64,2DJX,C,10 18 2024,00400 000,6.9318,1000
65,2DJX,C,10 18 2024,00400 010,6.9276,1000
66,2DJX,C,11 15 2024,00400 000,8.8282,1000
67,2DJX,C,11 15 2024,00400 010,8.8239,2000
68,2DJX,C,12 20 2024,00240 470,151.4185,1173
69,2DJX,P,12 20 2024,00240 470,0.0007,1173
70,2DJX,C,12 20 2024,00251 150,141.0329,940
71,2DJX,P,12 20 2024,00251 150,0.0028,940
72,2DJX,C,12 20 2024,00261 010,131.4487,910
73,2DJX,P,12 20 2024,00261 010,0.0086,910
74,2DJX,C,12 20 2024,00262 810,129.6998,360
75,2DJX,P,12 20 2024,00262 810,0.0105,360
76,2DJX,C,12 20 2024,00264 120,128.4273,1700
77,2DJX,P,12 20 2024,00264 120,0.0120,1700
78,2DJX,C,12 20 2024,00265 310,127.2714,1614
79,2DJX,P,12 20 2024,00265 310,0.0136,1614
80,2DJX,C,12 20 2024,00265 890,126.7082,893
81,2DJX,P,12 20 2024,00265 890,0.0145,893
82,2DJX,C,12 20 2024,00266 520,126.0964,579
83,2DJX,P,12 20 2024,00266 520,0.0154,579
84,2DJX,C,12 20 2024,00268 000,124.6594,1062
85,2DJX,P,12 20 2024,00268 000,0.0179,1062
86,2DJX,C,12 20 2024,00270 260,122.4658,1100
87,2DJX,P,12 20 2024,00270 260,0.0225,1100
88,2DJX,C,12 20 2024,00270 910,121.8351,2113
89,2DJX,P,12 20 2024,00270 910,0.0240,2113
